42,Female,42.7,161,130,71,1.04,608.0,1.6,3,1,14.1
33,Female,55.6,161,147,54,1.77,1301.0,2.7,4,3,21.45
56,Male,125.3,197,129,64,1.0,639.0,2.2,3,2,36.22
22,Male,102.1,190,157,67,1.48,1278.0,2.29,4,2,29.83
20,,51.1,188,169,67,1.29,422.0,1.6,2,1,20.47
29,Male,81.7,162,126,54,1.45,1005.0,3.2,2,1,20.63
43,Female,28.53,173,134,53,0.73,440.0,1.9,2,1,15.5
33,,81.8,184,137,68,1.59,1198.0,3.5,4,3,20.66
39,Male,107.7,162,160,59,0.72,634.0,3.6,2,1,30.47
46,Female,56.9,185,143,65,1.1,566.0,1.6,3,1,22.23
45,Female,48.2,168,159,67,1.25,894.0,2.5,5,2,17.92
47,Male,86.6,208,153,70,1.98,1500.0,3.5,4,3,21.87
22,Male,96.3,180,162,62,1.35,1203.0,2.52,4,2,36.25
43,Male,95.9,186,157,64,1.28,995.0,3.4,3,1,28.02
38,Female,40.6,195,161,55,0.62,499.0,2.7,2,1,12.67
56,Male,82.5,187,124,74,1.51,927.0,3.5,5,3,23.59
50,,58.1,199,120,50,1.93,1042.0,2.7,5,3,23.27
47,Female,61.0,162,153,54,1.58,1060.0,2.7,3,3,19.69
29,Female,64.5,171,120,58,1.74,940.0,2.7,4,3,27.55
40,Male,58.2,198,138,74,1.43,1085.0,2.5,3,2,14.85
22,Male,62.2,161,140,65,0.51,393.0,2.3,3,1,18.37
48,Male,94.5,189,140,64,1.01,700.0,3.5,3,2,32.7
27,Female,58.0,164,143,73,1.39,994.0,1.5,2,1,18.1
51,Female,64.8,170,141,54,1.98,1396.0,2.7,5,3,27.68
22,Male,87.13,164,139,73,1.04,795.0,2.4,3,1,14.59
19,Male,95.1,190,177,50,1.21,952.0,2.3,3,2,27.79
45,Female,65.5,192,133,59,0.66,395.0,2.3,2,1,26.57
41,Male,66.1,187,143,68,0.77,545.0,3.4,2,1,23.14
29,Male,68.0,190,150,60,1.1,627.0,2.9,2,1,23.53
50,Female,69.3,182,135,51,1.2,729.0,2.0,2,1,24.55
29,Male,88.1,180,143,66,1.88,1479.0,3.5,5,3,23.65
20,Male,124.3,194,145,58,1.25,997.0,3.2,3,2,37.53
18,Male,62.0,161,121,53,0.88,586.0,3.0,4,1,18.12
50,Female,102.71,198,135,66,1.62,753.0,2.0,4,2,23.56
27,Male,76.5,180,165,61,1.13,1025.0,2.3,2,1,19.71
46,Male,94.7,164,120,69,1.47,873.0,3.2,3,2,28.59
34,Male,67.9,180,134,67,1.2,1155.0,3.1,2,1,22.17
48,Female,71.5,189,154,60,1.46,1012.0,1.9,4,2,26.58
19,Male,98.6,197,162,74,1.1,740.0,2.4,3,1,34.12
52,Female,68.2,179,148,67,1.17,779.0,2.4,5,1,25.67
40,Female,57.7,184,156,53,1.18,920.0,2.4,4,3,20.2
43,Female,42.2,162,148,59,1.33,886.0,2.3,3,2,15.5
51,Female,66.2,186,129,65,0.86,499.0,2.3,3,1,26.52
39,Male,58.6,172,161,60,1.21,964.0,2.9,2,1,21.27
21,Male,101.5,194,131,69,0.97,699.0,3.1,3,1,26.69
28,Male,114.2,184,166,55,1.05,959.0,3.2,3,2,32.66
46,Male,54.4,194,161,73,0.91,725.0,2.9,2,1,18.39
39,Female,52.4,171,136,65,1.34,898.0,2.2,3,2,21.26
38,Male,83.6,164,151,51,1.66,1379.0,3.5,5,3,27.61
54,Female,78.1,198,145,73,1.1,718.0,2.4,4,3,30.51
41,Female,77.6,162,145,71,1.27,920.0,2.2,4,2,25.05
56,Male,118.0,199,126,68,1.5,412.0,3.2,3,1,32.69
49,Male,82.3,192,146,71,1.29,932.0,3.4,4,1,24.31
40,Male,78.25,183,141,64,1.22,946.0,3.0,3,2,17.03
49,Female,49.2,179,153,63,1.28,881.0,2.1,3,2,20.75
54,Female,90.98,175,165,58,0.98,1025.0,2.0,2,1,20.71
30,Female,109.53,172,120,52,1.3,780.0,1.6,3,2,25.22
52,Male,65.5,191,138,70,1.48,1011.0,2.8,4,2,21.63
58,Female,44.2,183,155,59,1.08,753.0,2.3,3,1,17.93
34,Male,65.9,199,129,56,0.81,731.0,2.2,2,1,25.11
26,Male,73.7,177,125,72,0.93,639.0,2.2,4,1,26.75
24,Female,67.7,177,138,66,1.42,980.0,2.1,3,1,27.82
31,Female,48.2,163,166,62,1.1,913.0,2.5,2,1,17.7
48,Female,56.8,185,126,52,1.37,777.0,2.1,4,1,24.91
52,Male,66.5,185,120,70,1.34,796.0,2.1,4,2,25.98
29,Male,106.5,177,156,60,1.26,1107.0,3.1,4,2,32.51
53,Female,71.63,173,156,54,0.53,962.0,1.8,3,2,17.6
33,Female,74.2,189,145,66,1.15,834.0,1.5,4,2,23.95
31,Female,42.7,182,121,65,1.46,883.0,2.2,3,1,13.78
40,Male,76.9,179,137,68,1.13,851.0,3.7,4,2,20.86
28,Female,62.4,178,129,62,1.1,710.0,1.7,3,2,24.37
35,Male,63.7,198,143,71,1.03,810.0,2.7,4,2,21.04
27,Male,106.4,182,123,50,1.34,907.0,2.08,2,1,30.76
34,Female,68.4,176,132,61,0.8,904.0,2.1,4,2,30.4
55,Mal.,63.5,198,144,53,0.99,969.0,2.9,4,2,18.35
24,Female,59.4,199,132,60,1.38,825.0,2.0,3,2,26.4
57,Female,61.9,195,143,61,0.92,592.0,2.6,3,1,26.79
26,Male,111.5,191,167,57,1.02,937.0,2.2,2,1,30.89
22,Male,86.2,186,128,58,1.91,1345.0,3.5,5,3,23.88
46,Male,59.4,165,147,62,1.16,844.0,2.5,4,2,21.05
54,Female,75.6,194,154,60,0.97,672.0,1.9,3,1,25.55
51,Female,76.3,196,158,65,1.08,768.0,2.6,3,1,25.49
36,Male,95.8,193,129,65,1.37,972.0,2.13,3,1,27.69
25,Male,63.61,179,120,51,0.92,686.0,2.5,3,2,36.01
34,Male,68.0,169,128,57,0.67,472.0,3.4,2,2,24.09
42,Male,63.3,183,134,59,1.32,876.0,3.3,2,2,20.2
21,,76.3,180,154,62,1.14,878.0,1.7,3,2,28.03
53,Male,61.0,170,124,74,0.54,331.0,3.4,3,1,22.96
23,Female,67.8,186,160,66,1.34,1072.0,1.8,2,1,26.16
50,Male,114.9,175,141,56,1.36,949.0,3.6,3,1,33.21
75,Female,67.7,189,142,52,1.45,927.0,1.9,2,1,27.12
44,Male,124.8,175,126,60,1.35,842.0,3.5,4,2,36.46
56,,50.6,175,146,58,1.29,848.0,2.3,2,1,17.51
45,Female,41.2,195,168,71,1.47,1111.0,2.6,2,1,16.5
58,Female,49.7,191,125,72,1.38,776.0,2.3,4,2,17.82
56,Male,48.3,176,156,51,0.68,525.0,3.3,3,1,13.81
30,Male,121.6,179,160,60,1.24,1091.0,3.3,4,2,30.4
55,Male,54.27,187,155,60,0.69,529.0,3.1,3,1,43.4
38,Female,49.7,179,145,65,1.25,906.0,2.5,3,1,21.8
33,Female,56.4,165,155,74,1.06,822.0,1.5,3,1,23.78
38,Male,18.16,198,167,68,1.03,946.0,2.6,4,2,15.49
52,Female,70.6,165,135,65,1.36,826.0,2.2,3,1,24.72
36,Male,109.8,193,170,68,0.84,651.0,3.5,3,1,41.84
35,Male,85.6,185,135,55,1.78,1322.0,3.54,5,3,25.01
18,Male,82.3,190,148,66,1.73,1408.0,3.5,5,3,24.31
33,Female,53.7,191,129,72,1.25,806.0,2.5,3,1,19.49
40,Male,63.0,176,161,71,1.42,1257.0,2.9,4,2,15.75
25,Female,77.7,184,120,52,0.55,330.0,1.7,2,1,32.34
29,Male,87.0,177,123,72,1.52,1028.0,3.5,2,3,25.15
53,Female,73.5,194,153,72,1.17,806.0,2.1,4,2,30.59
45,Male,89.6,178,153,70,1.7,1287.0,3.5,5,2,27.35
58,Female,46.1,187,129,70,1.28,743.0,1.8,4,2,16.53
53,Male,68.5,194,139,69,1.27,894.0,2.1,4,2,17.65
34,Female,54.2,190,132,60,1.13,746.0,2.2,3,1,23.46
59,Male,47.7,198,120,69,1.15,759.0,2.7,3,2,15.23
50,Male,76.16,195,124,52,1.38,847.0,3.1,4,2,15.42
37,Male,88.8,189,135,60,1.58,1173.0,3.5,5,3,23.35
30,Male,101.0,182,134,61,1.33,1076.0,2.9,4,2,35.79
45,Male,118.4,178,153,59,1.06,881.0,1.6,3,2,31.14
46,Female,47.9,171,147,57,1.41,933.0,2.0,3,1,16.19
52,Female,79.9,190,142,54,1.64,479.0,2.6,3,1,35.04
42,Male,73.5,188,136,68,0.52,350.0,3.2,3,1,27.66
27,Male,88.5,161,153,53,1.8,1515.0,3.5,4,3,22.57
26,Female,43.4,179,132,67,0.99,303.0,2.3,3,1,16.54
35,Male,59.2,197,161,59,1.3,1151.0,3.2,3,1,21.48
49,Female,78.9,182,151,67,1.38,938.0,2.73,2,1,26.36
44,Ma.,102.3,188,129,52,1.34,856.0,2.6,4,2,38.5
58,Male,52.0,181,169,52,1.12,937.0,3.0,3,1,16.23
39,Female,52.1,169,124,52,1.5,837.0,1.5,2,1,18.68
23,Male,81.4,185,150,74,1.6,1320.0,3.5,4,3,23.78
45,Female,50.9,170,136,50,1.45,887.0,2.3,2,2,18.7
34,Male,52.0,171,143,53,1.38,987.0,2.7,4,2,16.41
22,Male,71.0,163,139,53,1.42,1086.0,2.9,4,2,19.06
69,Female,58.3,173,128,63,1.0,640.0,1.6,3,2,19.71
20,Male,87.99,170,147,50,1.53,875.0,3.3,4,2,29.49
40,Female,52.6,198,120,71,1.27,762.0,1.7,4,2,19.09
54,Male,116.4,184,123,65,1.13,688.0,3.1,3,1,29.1
54,Female,75.6,180,122,52,1.41,983.0,1.95,4,2,29.17
27,,61.6,169,144,72,1.48,1172.0,3.1,2,1,19.01
27,Male,108.0,174,154,70,1.38,926.0,2.5,4,2,33.33
36,Female,59.3,178,128,58,0.99,634.0,2.3,3,1,19.36
34,Male,51.11,181,141,72,0.86,915.0,2.4,4,2,20.11
38,Female,56.3,184,153,53,1.21,859.0,1.9,4,2,21.99
31,Female,58.2,192,131,70,1.17,766.0,1.8,3,2,19.45
26,Male,55.7,182,129,54,1.13,802.0,2.9,3,1,19.73
21,Male,86.6,163,129,58,1.37,972.0,2.6,3,2,25.03
18,Male,64.5,165,154,52,1.2,983.0,2.4,3,2,19.47
47,Male,60.7,168,169,60,1.14,954.0,2.5,2,1,20.76
45,Female,57.2,194,121,58,1.67,909.0,2.7,5,3,23.81
48,Female,73.0,196,149,64,1.19,798.0,2.1,3,2,28.88
56,Male,93.6,177,151,52,1.37,1024.0,2.2,2,1,33.97
20,Male,92.3,176,131,71,1.14,821.0,2.1,3,2,24.52
29,Female,71.8,190,120,51,1.9,720.0,2.4,4,2,29.89
18,Female,64.24,193,127,63,1.07,679.0,2.2,3,2,27.14
32,Male,84.0,195,127,63,1.45,1013.0,2.1,3,1,27.74
38,Male,123.3,161,165,70,1.34,1216.0,2.3,4,2,46.98
28,Male,84.8,182,138,71,1.35,1025.0,2.3,4,2,26.47
56,Male,109.6,188,166,66,1.29,1060.0,2,3,2,39.77
55,Male,86.4,176,157,61,1.55,777.0,2.8,3,2,27.58
51,Female,63.9,191,130,72,1.07,626.0,2.7,4,2,19.72
35,,55.3,187,139,56,1.71,1188.0,2.7,5,3,22.72
47,Male,73.9,173,140,50,1.36,942.0,3.7,3,3,22.81
51,Male,49.3,191,129,57,1.36,868.0,2.9,2,1,19.02
50,Female,73.6,183,145,74,0.89,581.0,2.1,3,1,30.63
41,Male,47.1,165,149,65,1.26,929.0,3.09,3,1,14.87
32,Male,65.2,186,128,63,1.11,408.0,3.4,2,1,24.84
47,Male,87.2,177,165,50,2.0,1634.0,3.5,4,3,32.42
46,Female,62.5,197,125,54,1.61,906.0,2.7,4,3,26.35
21,Male,110.7,193,133,59,1.06,775.0,2.7,3,1,38.76
27,Male,102.6,199,123,58,1.41,954.0,3.5,3,2,30.64
27,Male,80.7,170,166,52,1.75,1598.0,3.5,4,3,31.13
34,Male,115.3,181,167,67,1.36,1249.0,2.2,2,1,35.19
37,Male,87.8,183,154,69,1.81,1573.0,3.5,5,3,30.74
41,Male,74.3,160,136,51,1.06,714.0,3.5,4,2,28.66
22,Female,78.5,177,138,66,1.36,938.0,2.1,4,2,27.16
51,F.,77.3,171,168,68,0.97,733.0,2.0,2,1,30.96
23,Female,64.5,187,125,72,0.51,319.0,1.62,2,1,22.32
23,Female,77.9,166,130,62,1.41,916.0,2.6,4,2,24.87
33,Male,45.9,193,144,50,1.45,1148.0,2.9,3,2,12.85
48,Female,68.2,170,159,73,1.1,537.0,2.27,3,1,23.88
28,Female,79.6,181,130,54,1.49,968.0,1.5,3,2,31.49
21,Male,74.2,187,141,56,1.32,1024.0,2.5,3,3,19.92
21,Female,54.9,159,150,71,0.55,380.0,2.0,2,1,17.33
42,Male,50.3,177,150,62,0.63,468.0,2.4,3,1,18.7
49,Male,57.8,183,143,67,0.93,741.0,3.54,3,1,14.6
20,Male,83.0,167,160,73,0.79,695.0,2.9,2,2,25.62
46,Female,66.5,163,142,56,1.11,709.0,2.0,3,1,22.22
49,Female,70.2,186,116,50,0.93,695.0,1.8,3,1,25.17
36,Male,121.9,195,132,54,1.49,1082.0,3.4,3,2,32.73
38,Fem.,70.3,164,144,66,1.19,857.0,2.0,4,2,30.43
22,Female,40.3,192,121,57,1.45,877.0,2.1,4,2,16.56
59,Female,75.8,167,128,53,1.46,841.0,1.8,4,1,24.19
38,Female,57.7,185,134,54,1.64,1082.0,2.34,5,3,23.71
22,Female,44.8,166,132,54,1.48,977.0,1.8,4,2,15.14
23,Male,90.2,199,150,55,0.9,668.0,2.1,2,1,30.49
43,Male,95.7,198,151,50,1.08,807.0,3.92,3,1,30.55
51,Male,59.0,198,153,53,1.22,924.0,2.21,3,2,21.67
31,Female,60.5,187,127,56,1.72,1092.0,2.7,2,3,19.31
43,Female,66.3,177,157,57,1.48,1046.0,1.7,4,2,21.16
47,Male,45.9,166,159,65,1.29,1015.0,2.0,3,2,12.32
34,Male,88.0,189,147,70,1.9,1536.0,3.5,4,3,32.72
