30,WALK,?,?,G,STEEL,F,SUSPEN
29,HIGHWAY,885,4,G,STEEL,F,ARCH
32,HIGHWAY,2365,4,G,STEEL,S,ARCH
27,HIGHWAY,860,4,G,STEEL,due south atomic number 9,SUSPEN
26,HIGHWAY,884,4,G,STEEL,S-F,SUSPEN
46,HIRH1AY,1770,2,G,STEEL,S-F,CANTILEV
38,HIGHWAY,1508,?,G,STEEL,S,ARCH
5,HIGHWAY,2663,4,N,STEEL,S-F,CANTILEV
1,HIGHWAY,1330,4,G,STEEL,F,CANTILEV
30,HIGHWAY,2678,4,G,STEEL,F,ARCH
20,HIHHWAY,2220,2,G,STEEL,S-F,CANTILEV
25,HIGHWAY,860,4,G,STEEL,S-F,SUSPEN
17,HIGHWAY,2250,2,G,STEEL,S,SIMPLE-T
40,HIGHWAY,1365,4,G,STEEL,F,ARCH
42,HIGHWAY,1450,4,N,STEEL,F,ARCH
6,main road,1500,4,G,STEEL,,SUSPEN
11,HIGHWAY,1690,4,N,STEEL,S-F,CONT-T
34,HIGHWAY,1800,4,G,STEEL,F,CANTILEV
39.5,HIGHWAY,1060,4,G,STEEL,S-F,CONT-T
39.7,TR,840,2,G,STEEL,S-F,SIMPLE-T
38.5,HIGHWAY,1710,2,N,STEEL,S-F,CONT-T
48,main road,2160,2,G,STEEL,F,CANTILEV
52,HIGHWAY,?,?,G,STEEL,E,ARCH
51,5R,?,?,G,STEEL,F,SIMPLE-T
23,HIGHWAY,1320,2,G,STEEL,S-F,SIMPLE-T
22,main road,900,4,G,STEEL,atomic number 9,CONT-T
14,HIGHWAY,2423,4,G,STEEL,F,CONT-T
19,HIGHWAY,1031,4,G,STEEL,F,CANTILEV
37,HIGHWAY,2300,4,N,STEEL,tpnI_F,CONT-T
42,HIGHWAY,804,?,G,STEEL,T,SIMPLE-T
47,HIGHWAY,1700,2,G,STEEL,F,CONT-T
1,HIGHWAY,1000,6,G,STEEL,F,ARCH
33,HIGHWAY,980,4,G,STEEL,S-F,CONT-T
9,3Rk_HIGHWAY,2213,4,G,STEEL,F,CONT-T
24,,870,6,G,STEEL,FG_F,ARCH
44,,3756,6,G,STEEL,,ARCH
7,NIGHWAY,950,6,G,STEEL,F,ARCH
43,HIGHWAY,?,?,G,?,F,?
28,HIGHWAY,?,?,G,?,F,?
