E47,M,15,RR,2000,2,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E58,A,33,HIGHWAY,1200,2,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E48,A,38,HIGHWAY,2000,2,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E94,M,13,RR,?,2,THROUGH,STEEL,LONG,F,SIMPLE-T
E49,A,34,HIGHWAY,1850,2,THROUGH,STEEL,MEDIUM,F,CANTILEV
E95,M,16,RR,1300,2,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E87,A,35,RR,3000,2,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E51,M,6,RR,1417,2,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E50,M,21,RR,1154,?,THROUGH,STEEL,LONG,F,SIMPLE-T
E89,M,4,RR,1200,2,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E53,A,28,RR,965,4,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E52,M,2,RR,1504,?,THROUGH,STEEL,LONG,F,CANTILEV
E54,Y,?,HIGHWAY,1240,?,?,STEEL,MEDIUM,F,SIMPLE-T
E56,M,23,HIGHWAY,?,?,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E55,A,36,HIGHWAY,1730,2,THROUGH,STEEL,LONG,F,SIMPLE-T
E57,O,49,RR,1620,2,THROUGH,STEEL,LONG,F,CANTILEV
E59,O,43,HIGHWAY,1652,2,THROUGH,STEEL,LONG,F,CANTILEV
E107,A,39,RR,?,?,?,STEEL,?,F,NIL
E92,M,10,RR,2210,?,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E61,O,41,RR,2822,2,THROUGH,STEEL,LONG,F,SIMPLE-T
E60,A,24,HIGHWAY,1000,4,THROUGH,STEEL,LONG,F,SIMPLE-T
E62,A,37,RR,2300,2,DECK,STEEL,LONG,F,CONT-T
E63,A,31,RR,2122,2,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E65,A,30,WALK,?,?,THROUGH,STEEL,?,F,SUSPEN
E64,A,29,HIGHWAY,885,4,THROUGH,STEEL,MEDIUM,F,ARCH
E66,A,32,HIGHWAY,2365,4,THROUGH,STEEL,MEDIUM,S,ARCH
E70,A,27,HIGHWAY,860,4,THROUGH,STEEL,MEDIUM,S-F,SUSPEN
E69,A,26,HIGHWAY,884,4,THROUGH,STEEL,MEDIUM,S-F,SUSPEN
E101,O,46,HIGHWAY,1770,2,THROUGH,STEEL,LONG,S-F,CANTILEV
E73,A,38,HIGHWAY,1508,?,THROUGH,STEEL,MEDIUM,S,ARCH
E72,M,5,HIGHWAY,2663,4,DECK,STEEL,MEDIUM,S-F,CANTILEV
E67,M,1,HIGHWAY,1330,4,THROUGH,STEEL,LONG,F,CANTILEV
E75,A,30,HIGHWAY,2678,4,DECK,STEEL,MEDIUM,F,ARCH
E74,M,20,HIGHWAY,2220,2,DECK,STEEL,MEDIUM,S-F,CANTILEV
E71,A,25,HIGHWAY,860,4,THROUGH,STEEL,MEDIUM,S-F,SUSPEN
E68,M,17,HIGHWAY,2250,2,THROUGH,STEEL,MEDIUM,S,SIMPLE-T
E78,O,40,HIGHWAY,1365,4,THROUGH,STEEL,LONG,F,ARCH
E77,O,42,HIGHWAY,1450,4,THROUGH,STEEL,LONG,F,ARCH
E76,M,6,HIGHWAY,1500,4,THROUGH,STEEL,LONG,F,SUSPEN
E93,M,11,HIGHWAY,1690,4,DECK,STEEL,LONG,S-F,CONT-T
E79,A,34,HIGHWAY,1800,4,DECK,STEEL,MEDIUM,F,CANTILEV
E108,A,39.5,HIGHWAY,1060,4,DECK,STEEL,MEDIUM,S-F,CONT-T
E107N,A,39.7,RR,840,2,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E105,A,38.5,HIGHWAY,1710,2,DECK,STEEL,MEDIUM,S-F,CONT-T
E103,O,48,HIGHWAY,2160,2,THROUGH,STEEL,LONG,F,CANTILEV
E97,Y,52,HIGHWAY,?,?,THROUGH,STEEL,MEDIUM,S,ARCH
E96,Y,51,RR,?,?,THROUGH,STEEL,MEDIUM,F,SIMPLE-T
E99,M,23,HIGHWAY,1320,2,THROUGH,STEEL,MEDIUM,S-F,SIMPLE-T
E98,M,22,HIGHWAY,900,4,THROUGH,STEEL,MEDIUM,F,CONT-T
E81,M,14,HIGHWAY,2423,4,DECK,STEEL,LONG,F,CONT-T
E80,M,19,HIGHWAY,1031,4,THROUGH,STEEL,LONG,F,CANTILEV
E88,A,37,HIGHWAY,2300,4,DECK,STEEL,LONG,F,CONT-T
E82,O,42,HIGHWAY,804,?,THROUGH,STEEL,?,F,SIMPLE-T
E102,O,47,HIGHWAY,1700,2,THROUGH,STEEL,LONG,F,CONT-T
E83,M,1,HIGHWAY,1000,6,THROUGH,STEEL,LONG,F,ARCH
E86,A,33,HIGHWAY,980,4,DECK,STEEL,MEDIUM,S-F,CONT-T
E85,M,9,HIGHWAY,2213,4,DECK,STEEL,LONG,F,CONT-T
E84,A,24,HIGHWAY,870,6,THROUGH,STEEL,MEDIUM,F,ARCH
E91,O,44,HIGHWAY,3756,6,THROUGH,STEEL,LONG,F,ARCH
E90,M,7,HIGHWAY,950,6,THROUGH,STEEL,LONG,F,ARCH
E100,O,43,HIGHWAY,?,?,?,?,?,F,?
E109,A,28,HIGHWAY,?,?,?,?,?,F,?
